,Area,Item,Year,hg/ha_yield,Avg Rainfall (mm),pesticides_tonnes,Avg Temperature (°C),State,Soil Type
1086,India,Maize,1996,17094,1083,56114,26.65,Andhra Pradesh,"Loamy,Sandy"
1087,India,Maize,1996,17094,1083,56114,27.37,Andhra Pradesh,"Loamy,Sandy"
1088,India,Maize,1996,17094,1083,56114,25.55,Andhra Pradesh,"Loamy,Sandy"
1089,India,Maize,1996,17094,1083,56114,25.79,Bihar,"Loamy,Sandy"
1090,India,Maize,1996,17094,1083,56114,25.31,Bihar,"Loamy,Sandy"
1091,India,Maize,1996,17094,1083,56114,23.81,Bihar,"Loamy,Sandy"
1092,India,Maize,1996,17094,1083,56114,26.46,Bihar,"Loamy,Sandy"
1093,India,Maize,1996,17094,1083,56114,25.55,Bihar,"Loamy,Sandy"
1094,India,Maize,1996,17094,1083,56114,25.75,Bihar,"Loamy,Sandy"
1095,India,Maize,1996,17094,1083,56114,25.34,Bihar,"Loamy,Sandy"
1096,India,Maize,1996,17094,1083,56114,26.64,Bihar,"Loamy,Sandy"
1097,India,Maize,1996,17094,1083,56114,24.78,Bihar,"Loamy,Sandy"
1098,India,Maize,1996,17094,1083,56114,27.01,Bihar,"Loamy,Sandy"
1099,India,Maize,1996,17094,1083,56114,27.01,Bihar,"Loamy,Sandy"
1100,India,Maize,1996,17094,1083,56114,25.99,Bihar,"Loamy,Sandy"
1101,India,Potatoes,1996,169913,1083,56114,25.63,Uttar Pradesh,"Sandy, Loamy"
1102,India,Potatoes,1996,169913,1083,56114,27.06,Uttar Pradesh,"Sandy, Loamy"
1103,India,Potatoes,1996,169913,1083,56114,26.1,Uttar Pradesh,"Sandy, Loamy"
1104,India,Potatoes,1996,169913,1083,56114,23.81,Uttar Pradesh,"Sandy, Loamy"
1105,India,Potatoes,1996,169913,1083,56114,25.41,Uttar Pradesh,"Sandy, Loamy"
1106,India,Potatoes,1996,169913,1083,56114,25.9,Uttar Pradesh,"Sandy, Loamy"
1107,India,Potatoes,1996,169913,1083,56114,25.55,Uttar Pradesh,"Sandy, Loamy"
1108,India,Potatoes,1996,169913,1083,56114,26.65,Uttar Pradesh,"Sandy, Loamy"
1109,India,Potatoes,1996,169913,1083,56114,27.37,Uttar Pradesh,"Sandy, Loamy"
1110,India,Potatoes,1996,169913,1083,56114,25.55,Uttar Pradesh,"Sandy, Loamy"
1111,India,Potatoes,1996,169913,1083,56114,25.79,West Bengal,"Sandy, Loamy"
1112,India,Potatoes,1996,169913,1083,56114,25.31,West Bengal,"Sandy, Loamy"
1113,India,Potatoes,1996,169913,1083,56114,23.81,West Bengal,"Sandy, Loamy"
1114,India,Potatoes,1996,169913,1083,56114,26.46,West Bengal,"Sandy, Loamy"
1115,India,Potatoes,1996,169913,1083,56114,25.55,West Bengal,"Sandy, Loamy"
1116,India,Potatoes,1996,169913,1083,56114,25.75,Punjab,"Sandy, Loamy"
1117,India,Potatoes,1996,169913,1083,56114,25.34,Punjab,"Sandy, Loamy"
1118,India,Potatoes,1996,169913,1083,56114,26.64,Punjab,"Sandy, Loamy"
1119,India,Potatoes,1996,169913,1083,56114,24.78,Punjab,"Sandy, Loamy"
1120,India,Potatoes,1996,169913,1083,56114,27.01,Punjab,"Sandy, Loamy"
1121,India,Potatoes,1996,169913,1083,56114,27.01,Punjab,"Sandy, Loamy"
1122,India,Potatoes,1996,169913,1083,56114,25.99,Punjab,"Sandy, Loamy"
1123,India,Rice,1996,28226,1083,56114,25.63,West Bengal,"Clay, Clayskeletal"
1124,India,Rice,1996,28226,1083,56114,27.06,West Bengal,"Clay, Clayskeletal"
1125,India,Rice,1996,28226,1083,56114,26.1,West Bengal,"Clay, Clayskeletal"
1126,India,Rice,1996,28226,1083,56114,23.81,West Bengal,"Clay, Clayskeletal"
1127,India,Rice,1996,28226,1083,56114,25.41,West Bengal,"Clay, Clayskeletal"
1128,India,Rice,1996,28226,1083,56114,25.9,West Bengal,"Clay, Clayskeletal"
1129,India,Rice,1996,28226,1083,56114,25.55,Punjab,"Clay, Clayskeletal"
1130,India,Rice,1996,28226,1083,56114,26.65,Punjab,"Clay, Clayskeletal"
1131,India,Rice,1996,28226,1083,56114,27.37,Punjab,"Clay, Clayskeletal"
1132,India,Rice,1996,28226,1083,56114,25.55,Punjab,"Clay, Clayskeletal"
1133,India,Rice,1996,28226,1083,56114,25.79,Punjab,"Clay, Clayskeletal"
1134,India,Rice,1996,28226,1083,56114,25.31,Tamil nadu,"Clay, Clayskeletal"
1135,India,Rice,1996,28226,1083,56114,23.81,Tamil nadu,"Clay, Clayskeletal"
1136,India,Rice,1996,28226,1083,56114,26.46,Tamil nadu,"Clay, Clayskeletal"
1137,India,Rice,1996,28226,1083,56114,25.55,Tamil nadu,"Clay, Clayskeletal"
1138,India,Rice,1996,28226,1083,56114,25.75,Tamil nadu,"Clay, Clayskeletal"
1139,India,Rice,1996,28226,1083,56114,25.34,Tamil nadu,"Clay, Clayskeletal"
1140,India,Rice,1996,28226,1083,56114,26.64,Andhra Pradesh,"Clay, Clayskeletal"
1141,India,Rice,1996,28226,1083,56114,24.78,Andhra Pradesh,"Clay, Clayskeletal"
1142,India,Rice,1996,28226,1083,56114,27.01,Andhra Pradesh,"Clay, Clayskeletal"
1143,India,Rice,1996,28226,1083,56114,27.01,Andhra Pradesh,"Clay, Clayskeletal"
1144,India,Rice,1996,28226,1083,56114,25.99,Andhra Pradesh,"Clay, Clayskeletal"
1145,India,Sorghum,1996,9591,1083,56114,25.63,Maharashtra ,"Loamy, Sandy"
1146,India,Sorghum,1996,9591,1083,56114,27.06,Maharashtra ,"Loamy, Sandy"
1147,India,Sorghum,1996,9591,1083,56114,26.1,Maharashtra ,"Loamy, Sandy"
1148,India,Sorghum,1996,9591,1083,56114,23.81,Maharashtra ,"Loamy, Sandy"
1149,India,Sorghum,1996,9591,1083,56114,25.41,Maharashtra ,"Loamy, Sandy"
1150,India,Sorghum,1996,9591,1083,56114,25.9,Karnataka ,"Loamy, Sandy"
1151,India,Sorghum,1996,9591,1083,56114,25.55,Karnataka ,"Loamy, Sandy"
1152,India,Sorghum,1996,9591,1083,56114,26.65,Karnataka ,"Loamy, Sandy"
1153,India,Sorghum,1996,9591,1083,56114,27.37,Karnataka ,"Loamy, Sandy"
1154,India,Sorghum,1996,9591,1083,56114,25.55,Karnataka ,"Loamy, Sandy"
1155,India,Sorghum,1996,9591,1083,56114,25.79,Tamil nadu,"Loamy, Sandy"
1156,India,Sorghum,1996,9591,1083,56114,25.31,Tamil nadu,"Loamy, Sandy"
1157,India,Sorghum,1996,9591,1083,56114,23.81,Tamil nadu,"Loamy, Sandy"
1158,India,Sorghum,1996,9591,1083,56114,26.46,Tamil nadu,"Loamy, Sandy"
1159,India,Sorghum,1996,9591,1083,56114,25.55,Tamil nadu,"Loamy, Sandy"
1160,India,Sorghum,1996,9591,1083,56114,25.75,Tamil nadu,"Loamy, Sandy"
1161,India,Sorghum,1996,9591,1083,56114,25.34,Tamil nadu,"Loamy, Sandy"
1162,India,Sorghum,1996,9591,1083,56114,26.64,Tamil nadu,"Loamy, Sandy"
1163,India,Sorghum,1996,9591,1083,56114,24.78,Tamil nadu,"Loamy, Sandy"
1164,India,Sorghum,1996,9591,1083,56114,27.01,Tamil nadu,"Loamy, Sandy"
1165,India,Sorghum,1996,9591,1083,56114,27.01,Tamil nadu,"Loamy, Sandy"
1166,India,Sorghum,1996,9591,1083,56114,25.99,Tamil nadu,"Loamy, Sandy"
1167,India,Soybeans,1996,10319,1083,56114,25.63,Madhya Pradesh ,"Loamy, Sandy"
1168,India,Soybeans,1996,10319,1083,56114,27.06,Madhya Pradesh ,"Loamy, Sandy"
1169,India,Soybeans,1996,10319,1083,56114,26.1,Madhya Pradesh ,"Loamy, Sandy"
1170,India,Soybeans,1996,10319,1083,56114,23.81,Madhya Pradesh ,"Loamy, Sandy"
1171,India,Soybeans,1996,10319,1083,56114,25.41,Madhya Pradesh ,"Loamy, Sandy"
1172,India,Soybeans,1996,10319,1083,56114,25.9,Madhya Pradesh ,"Loamy, Sandy"
1173,India,Soybeans,1996,10319,1083,56114,25.55,Maharashtra ,"Loamy, Sandy"
1174,India,Soybeans,1996,10319,1083,56114,26.65,Maharashtra ,"Loamy, Sandy"
1175,India,Soybeans,1996,10319,1083,56114,27.37,Maharashtra ,"Loamy, Sandy"
1176,India,Soybeans,1996,10319,1083,56114,25.55,Maharashtra ,"Loamy, Sandy"
1177,India,Soybeans,1996,10319,1083,56114,25.79,Maharashtra ,"Loamy, Sandy"
1178,India,Soybeans,1996,10319,1083,56114,25.31,Maharashtra ,"Loamy, Sandy"
1179,India,Soybeans,1996,10319,1083,56114,23.81,Rajasthan,"Loamy, Sandy"
1180,India,Soybeans,1996,10319,1083,56114,26.46,Rajasthan,"Loamy, Sandy"
1181,India,Soybeans,1996,10319,1083,56114,25.55,Rajasthan,"Loamy, Sandy"
1182,India,Soybeans,1996,10319,1083,56114,25.75,Rajasthan,"Loamy, Sandy"
1183,India,Soybeans,1996,10319,1083,56114,25.34,Rajasthan,"Loamy, Sandy"
1184,India,Soybeans,1996,10319,1083,56114,26.64,Rajasthan,"Loamy, Sandy"
1185,India,Soybeans,1996,10319,1083,56114,24.78,Rajasthan,"Loamy, Sandy"
1186,India,Soybeans,1996,10319,1083,56114,27.01,Rajasthan,"Loamy, Sandy"
1187,India,Soybeans,1996,10319,1083,56114,27.01,Rajasthan,"Loamy, Sandy"
1188,India,Soybeans,1996,10319,1083,56114,25.99,Rajasthan,"Loamy, Sandy"
1189,India,Sweet potatoes,1996,80716,1083,56114,25.63,Odisha,"Sandy, Loamy"
1190,India,Sweet potatoes,1996,80716,1083,56114,27.06,Odisha,"Sandy, Loamy"
1191,India,Sweet potatoes,1996,80716,1083,56114,26.1,Odisha,"Sandy, Loamy"
1192,India,Sweet potatoes,1996,80716,1083,56114,23.81,Odisha,"Sandy, Loamy"
1193,India,Sweet potatoes,1996,80716,1083,56114,25.41,Odisha,"Sandy, Loamy"
1194,India,Sweet potatoes,1996,80716,1083,56114,25.9,Odisha,"Sandy, Loamy"
1195,India,Sweet potatoes,1996,80716,1083,56114,25.55,Odisha,"Sandy, Loamy"
1196,India,Sweet potatoes,1996,80716,1083,56114,26.65,Odisha,"Sandy, Loamy"
1197,India,Sweet potatoes,1996,80716,1083,56114,27.37,Odisha,"Sandy, Loamy"
1198,India,Sweet potatoes,1996,80716,1083,56114,25.55,Odisha,"Sandy, Loamy"
1199,India,Sweet potatoes,1996,80716,1083,56114,25.79,Odisha,"Sandy, Loamy"
1200,India,Sweet potatoes,1996,80716,1083,56114,25.31,Odisha,"Sandy, Loamy"
1201,India,Sweet potatoes,1996,80716,1083,56114,23.81,West Bengal,"Sandy, Loamy"
1202,India,Sweet potatoes,1996,80716,1083,56114,26.46,West Bengal,"Sandy, Loamy"
1203,India,Sweet potatoes,1996,80716,1083,56114,25.55,West Bengal,"Sandy, Loamy"
1204,India,Sweet potatoes,1996,80716,1083,56114,25.75,West Bengal,"Sandy, Loamy"
1205,India,Sweet potatoes,1996,80716,1083,56114,25.34,West Bengal,"Sandy, Loamy"
1206,India,Sweet potatoes,1996,80716,1083,56114,26.64,West Bengal,"Sandy, Loamy"
1207,India,Sweet potatoes,1996,80716,1083,56114,24.78,West Bengal,"Sandy, Loamy"
1208,India,Sweet potatoes,1996,80716,1083,56114,27.01,West Bengal,"Sandy, Loamy"
1209,India,Sweet potatoes,1996,80716,1083,56114,27.01,West Bengal,"Sandy, Loamy"
1210,India,Sweet potatoes,1996,80716,1083,56114,25.99,West Bengal,"Sandy, Loamy"
1211,India,Wheat,1996,24828,1083,56114,25.63,Punjab,"Loamy, Sandy"
1212,India,Wheat,1996,24828,1083,56114,27.06,Punjab,"Loamy, Sandy"
1213,India,Wheat,1996,24828,1083,56114,26.1,Punjab,"Loamy, Sandy"
1214,India,Wheat,1996,24828,1083,56114,23.81,Punjab,"Loamy, Sandy"
1215,India,Wheat,1996,24828,1083,56114,25.41,Punjab,"Loamy, Sandy"
1216,India,Wheat,1996,24828,1083,56114,25.9,Uttar Pradesh,"Loamy, Sandy"
1217,India,Wheat,1996,24828,1083,56114,25.55,Uttar Pradesh,"Loamy, Sandy"
1218,India,Wheat,1996,24828,1083,56114,26.65,Uttar Pradesh,"Loamy, Sandy"
1219,India,Wheat,1996,24828,1083,56114,27.37,Uttar Pradesh,"Loamy, Sandy"
1220,India,Wheat,1996,24828,1083,56114,25.55,Uttar Pradesh,"Loamy, Sandy"
1221,India,Wheat,1996,24828,1083,56114,25.79,Uttar Pradesh,"Loamy, Sandy"
1222,India,Wheat,1996,24828,1083,56114,25.31,Uttar Pradesh,"Loamy, Sandy"
1223,India,Wheat,1996,24828,1083,56114,23.81,Uttar Pradesh,"Loamy, Sandy"
1224,India,Wheat,1996,24828,1083,56114,26.46,Uttar Pradesh,"Loamy, Sandy"
1225,India,Wheat,1996,24828,1083,56114,25.55,Uttar Pradesh,"Loamy, Sandy"
1226,India,Wheat,1996,24828,1083,56114,25.75,Uttar Pradesh,"Loamy, Sandy"
1227,India,Wheat,1996,24828,1083,56114,25.34,Haryana,"Loamy, Sandy"
1228,India,Wheat,1996,24828,1083,56114,26.64,Haryana,"Loamy, Sandy"
1229,India,Wheat,1996,24828,1083,56114,24.78,Haryana,"Loamy, Sandy"
1230,India,Wheat,1996,24828,1083,56114,27.01,Haryana,"Loamy, Sandy"
1231,India,Wheat,1996,24828,1083,56114,27.01,Haryana,"Loamy, Sandy"
1232,India,Wheat,1996,24828,1083,56114,25.99,Haryana,"Loamy, Sandy"
1233,India,Cassava,1997,221117,1083,52279,24.92,Kerala ,"Sandy,Loamy"
1234,India,Cassava,1997,221117,1083,52279,26.45,Kerala ,"Sandy,Loamy"
1235,India,Cassava,1997,221117,1083,52279,25.58,Kerala ,"Sandy,Loamy"
1236,India,Cassava,1997,221117,1083,52279,23.26,Kerala ,"Sandy,Loamy"
1237,India,Cassava,1997,221117,1083,52279,25.68,Kerala ,"Sandy,Loamy"
1238,India,Cassava,1997,221117,1083,52279,25.09,Kerala ,"Sandy,Loamy"
1239,India,Cassava,1997,221117,1083,52279,24.71,Kerala ,"Sandy,Loamy"
1240,India,Cassava,1997,221117,1083,52279,26.19,Kerala ,"Sandy,Loamy"
1241,India,Cassava,1997,221117,1083,52279,27.47,Kerala ,"Sandy,Loamy"
1242,India,Cassava,1997,221117,1083,52279,24.77,Kerala ,"Sandy,Loamy"
1243,India,Cassava,1997,221117,1083,52279,24.83,Tamil nadu,"Sandy,Loamy"
1244,India,Cassava,1997,221117,1083,52279,24.71,Tamil nadu,"Sandy,Loamy"
1245,India,Cassava,1997,221117,1083,52279,23.26,Tamil nadu,"Sandy,Loamy"
1246,India,Cassava,1997,221117,1083,52279,25.75,Tamil nadu,"Sandy,Loamy"
1247,India,Cassava,1997,221117,1083,52279,24.71,Tamil nadu,"Sandy,Loamy"
1248,India,Cassava,1997,221117,1083,52279,25.46,Tamil nadu,"Sandy,Loamy"
1249,India,Cassava,1997,221117,1083,52279,25.21,Tamil nadu,"Sandy,Loamy"
1250,India,Cassava,1997,221117,1083,52279,26.38,Tamil nadu,"Sandy,Loamy"
1251,India,Cassava,1997,221117,1083,52279,24.55,Tamil nadu,"Sandy,Loamy"
1252,India,Cassava,1997,221117,1083,52279,26.53,Tamil nadu,"Sandy,Loamy"
1253,India,Cassava,1997,221117,1083,52279,26.53,Tamil nadu,"Sandy,Loamy"
1254,India,Cassava,1997,221117,1083,52279,25.58,Tamil nadu,"Sandy,Loamy"
1255,India,Maize,1997,17111,1083,52279,24.92,Karnataka ,"Loamy,Sandy"
1256,India,Maize,1997,17111,1083,52279,26.45,Karnataka ,"Loamy,Sandy"
1257,India,Maize,1997,17111,1083,52279,25.58,Karnataka ,"Loamy,Sandy"
1258,India,Maize,1997,17111,1083,52279,23.26,Karnataka ,"Loamy,Sandy"
1259,India,Maize,1997,17111,1083,52279,25.68,Karnataka ,"Loamy,Sandy"
1260,India,Maize,1997,17111,1083,52279,25.09,Andhra Pradesh,"Loamy,Sandy"
1261,India,Maize,1997,17111,1083,52279,24.71,Andhra Pradesh,"Loamy,Sandy"
1262,India,Maize,1997,17111,1083,52279,26.19,Andhra Pradesh,"Loamy,Sandy"
1263,India,Maize,1997,17111,1083,52279,27.47,Andhra Pradesh,"Loamy,Sandy"
1264,India,Maize,1997,17111,1083,52279,24.77,Andhra Pradesh,"Loamy,Sandy"
1265,India,Maize,1997,17111,1083,52279,24.83,Bihar,"Loamy,Sandy"
1266,India,Maize,1997,17111,1083,52279,24.71,Bihar,"Loamy,Sandy"
1267,India,Maize,1997,17111,1083,52279,23.26,Bihar,"Loamy,Sandy"
1268,India,Maize,1997,17111,1083,52279,25.75,Bihar,"Loamy,Sandy"
1269,India,Maize,1997,17111,1083,52279,24.71,Bihar,"Loamy,Sandy"
1270,India,Maize,1997,17111,1083,52279,25.46,Bihar,"Loamy,Sandy"
1271,India,Maize,1997,17111,1083,52279,25.21,Bihar,"Loamy,Sandy"
1272,India,Maize,1997,17111,1083,52279,26.38,Bihar,"Loamy,Sandy"
1273,India,Maize,1997,17111,1083,52279,24.55,Bihar,"Loamy,Sandy"
1274,India,Maize,1997,17111,1083,52279,26.53,Bihar,"Loamy,Sandy"
1275,India,Maize,1997,17111,1083,52279,26.53,Bihar,"Loamy,Sandy"
1276,India,Maize,1997,17111,1083,52279,25.58,Bihar,"Loamy,Sandy"
1277,India,Potatoes,1997,193913,1083,52279,24.92,Uttar Pradesh,"Sandy, Loamy"
1278,India,Potatoes,1997,193913,1083,52279,26.45,Uttar Pradesh,"Sandy, Loamy"
1279,India,Potatoes,1997,193913,1083,52279,25.58,Uttar Pradesh,"Sandy, Loamy"
1280,India,Potatoes,1997,193913,1083,52279,23.26,Uttar Pradesh,"Sandy, Loamy"
1281,India,Potatoes,1997,193913,1083,52279,25.68,Uttar Pradesh,"Sandy, Loamy"
1282,India,Potatoes,1997,193913,1083,52279,25.09,Uttar Pradesh,"Sandy, Loamy"
1283,India,Potatoes,1997,193913,1083,52279,24.71,Uttar Pradesh,"Sandy, Loamy"
1284,India,Potatoes,1997,193913,1083,52279,26.19,Uttar Pradesh,"Sandy, Loamy"
1285,India,Potatoes,1997,193913,1083,52279,27.47,Uttar Pradesh,"Sandy, Loamy"
1286,India,Potatoes,1997,193913,1083,52279,24.77,Uttar Pradesh,"Sandy, Loamy"
1287,India,Potatoes,1997,193913,1083,52279,24.83,West Bengal,"Sandy, Loamy"
1288,India,Potatoes,1997,193913,1083,52279,24.71,West Bengal,"Sandy, Loamy"
1289,India,Potatoes,1997,193913,1083,52279,23.26,West Bengal,"Sandy, Loamy"
1290,India,Potatoes,1997,193913,1083,52279,25.75,West Bengal,"Sandy, Loamy"
1291,India,Potatoes,1997,193913,1083,52279,24.71,West Bengal,"Sandy, Loamy"
1292,India,Potatoes,1997,193913,1083,52279,25.46,Punjab,"Sandy, Loamy"
1293,India,Potatoes,1997,193913,1083,52279,25.21,Punjab,"Sandy, Loamy"
1294,India,Potatoes,1997,193913,1083,52279,26.38,Punjab,"Sandy, Loamy"
1295,India,Potatoes,1997,193913,1083,52279,24.55,Punjab,"Sandy, Loamy"
1296,India,Potatoes,1997,193913,1083,52279,26.53,Punjab,"Sandy, Loamy"
1297,India,Potatoes,1997,193913,1083,52279,26.53,Punjab,"Sandy, Loamy"
1298,India,Potatoes,1997,193913,1083,52279,25.58,Punjab,"Sandy, Loamy"
1299,India,Rice,1997,28457,1083,52279,24.92,West Bengal,"Clay, Clayskeletal"
1300,India,Rice,1997,28457,1083,52279,26.45,West Bengal,"Clay, Clayskeletal"
1301,India,Rice,1997,28457,1083,52279,25.58,West Bengal,"Clay, Clayskeletal"
1302,India,Rice,1997,28457,1083,52279,23.26,West Bengal,"Clay, Clayskeletal"
1303,India,Rice,1997,28457,1083,52279,25.68,West Bengal,"Clay, Clayskeletal"
1304,India,Rice,1997,28457,1083,52279,25.09,West Bengal,"Clay, Clayskeletal"
1305,India,Rice,1997,28457,1083,52279,24.71,Punjab,"Clay, Clayskeletal"
1306,India,Rice,1997,28457,1083,52279,26.19,Punjab,"Clay, Clayskeletal"
1307,India,Rice,1997,28457,1083,52279,27.47,Punjab,"Clay, Clayskeletal"
1308,India,Rice,1997,28457,1083,52279,24.77,Punjab,"Clay, Clayskeletal"
1309,India,Rice,1997,28457,1083,52279,24.83,Punjab,"Clay, Clayskeletal"
1310,India,Rice,1997,28457,1083,52279,24.71,Tamil nadu,"Clay, Clayskeletal"
1311,India,Rice,1997,28457,1083,52279,23.26,Tamil nadu,"Clay, Clayskeletal"
1312,India,Rice,1997,28457,1083,52279,25.75,Tamil nadu,"Clay, Clayskeletal"
1313,India,Rice,1997,28457,1083,52279,24.71,Tamil nadu,"Clay, Clayskeletal"
1314,India,Rice,1997,28457,1083,52279,25.46,Tamil nadu,"Clay, Clayskeletal"
1315,India,Rice,1997,28457,1083,52279,25.21,Tamil nadu,"Clay, Clayskeletal"
1316,India,Rice,1997,28457,1083,52279,26.38,Andhra Pradesh,"Clay, Clayskeletal"
1317,India,Rice,1997,28457,1083,52279,24.55,Andhra Pradesh,"Clay, Clayskeletal"
1318,India,Rice,1997,28457,1083,52279,26.53,Andhra Pradesh,"Clay, Clayskeletal"
1319,India,Rice,1997,28457,1083,52279,26.53,Andhra Pradesh,"Clay, Clayskeletal"
1320,India,Rice,1997,28457,1083,52279,25.58,Andhra Pradesh,"Clay, Clayskeletal"
1321,India,Sorghum,1997,6920,1083,52279,24.92,Maharashtra ,"Loamy, Sandy"
1322,India,Sorghum,1997,6920,1083,52279,26.45,Maharashtra ,"Loamy, Sandy"
1323,India,Sorghum,1997,6920,1083,52279,25.58,Maharashtra ,"Loamy, Sandy"
1324,India,Sorghum,1997,6920,1083,52279,23.26,Maharashtra ,"Loamy, Sandy"
1325,India,Sorghum,1997,6920,1083,52279,25.68,Maharashtra ,"Loamy, Sandy"
1326,India,Sorghum,1997,6920,1083,52279,25.09,Karnataka ,"Loamy, Sandy"
1327,India,Sorghum,1997,6920,1083,52279,24.71,Karnataka ,"Loamy, Sandy"
1328,India,Sorghum,1997,6920,1083,52279,26.19,Karnataka ,"Loamy, Sandy"
1329,India,Sorghum,1997,6920,1083,52279,27.47,Karnataka ,"Loamy, Sandy"
1330,India,Sorghum,1997,6920,1083,52279,24.77,Karnataka ,"Loamy, Sandy"
1331,India,Sorghum,1997,6920,1083,52279,24.83,Tamil nadu,"Loamy, Sandy"
1332,India,Sorghum,1997,6920,1083,52279,24.71,Tamil nadu,"Loamy, Sandy"
1333,India,Sorghum,1997,6920,1083,52279,23.26,Tamil nadu,"Loamy, Sandy"
1334,India,Sorghum,1997,6920,1083,52279,25.75,Tamil nadu,"Loamy, Sandy"
1335,India,Sorghum,1997,6920,1083,52279,24.71,Tamil nadu,"Loamy, Sandy"
1336,India,Sorghum,1997,6920,1083,52279,25.46,Tamil nadu,"Loamy, Sandy"
1337,India,Sorghum,1997,6920,1083,52279,25.21,Tamil nadu,"Loamy, Sandy"
1338,India,Sorghum,1997,6920,1083,52279,26.38,Tamil nadu,"Loamy, Sandy"
1339,India,Sorghum,1997,6920,1083,52279,24.55,Tamil nadu,"Loamy, Sandy"
1340,India,Sorghum,1997,6920,1083,52279,26.53,Tamil nadu,"Loamy, Sandy"
1341,India,Sorghum,1997,6920,1083,52279,26.53,Tamil nadu,"Loamy, Sandy"
1342,India,Sorghum,1997,6920,1083,52279,25.58,Tamil nadu,"Loamy, Sandy"
1343,India,Soybeans,1997,10789,1083,52279,24.92,Madhya Pradesh ,"Loamy, Sandy"
1344,India,Soybeans,1997,10789,1083,52279,26.45,Madhya Pradesh ,"Loamy, Sandy"
1345,India,Soybeans,1997,10789,1083,52279,25.58,Madhya Pradesh ,"Loamy, Sandy"
1346,India,Soybeans,1997,10789,1083,52279,23.26,Madhya Pradesh ,"Loamy, Sandy"
1347,India,Soybeans,1997,10789,1083,52279,25.68,Madhya Pradesh ,"Loamy, Sandy"
1348,India,Soybeans,1997,10789,1083,52279,25.09,Madhya Pradesh ,"Loamy, Sandy"
1349,India,Soybeans,1997,10789,1083,52279,24.71,Maharashtra ,"Loamy, Sandy"
1350,India,Soybeans,1997,10789,1083,52279,26.19,Maharashtra ,"Loamy, Sandy"
1351,India,Soybeans,1997,10789,1083,52279,27.47,Maharashtra ,"Loamy, Sandy"
1352,India,Soybeans,1997,10789,1083,52279,24.77,Maharashtra ,"Loamy, Sandy"
1353,India,Soybeans,1997,10789,1083,52279,24.83,Maharashtra ,"Loamy, Sandy"
1354,India,Soybeans,1997,10789,1083,52279,24.71,Maharashtra ,"Loamy, Sandy"
1355,India,Soybeans,1997,10789,1083,52279,23.26,Rajasthan,"Loamy, Sandy"
1356,India,Soybeans,1997,10789,1083,52279,25.75,Rajasthan,"Loamy, Sandy"
1357,India,Soybeans,1997,10789,1083,52279,24.71,Rajasthan,"Loamy, Sandy"
1358,India,Soybeans,1997,10789,1083,52279,25.46,Rajasthan,"Loamy, Sandy"
1359,India,Soybeans,1997,10789,1083,52279,25.21,Rajasthan,"Loamy, Sandy"
1360,India,Soybeans,1997,10789,1083,52279,26.38,Rajasthan,"Loamy, Sandy"
1361,India,Soybeans,1997,10789,1083,52279,24.55,Rajasthan,"Loamy, Sandy"
1362,India,Soybeans,1997,10789,1083,52279,26.53,Rajasthan,"Loamy, Sandy"
1363,India,Soybeans,1997,10789,1083,52279,26.53,Rajasthan,"Loamy, Sandy"
1364,India,Soybeans,1997,10789,1083,52279,25.58,Rajasthan,"Loamy, Sandy"
1365,India,Sweet potatoes,1997,84850,1083,52279,24.92,Odisha,"Sandy, Loamy"
1366,India,Sweet potatoes,1997,84850,1083,52279,26.45,Odisha,"Sandy, Loamy"
1367,India,Sweet potatoes,1997,84850,1083,52279,25.58,Odisha,"Sandy, Loamy"
1368,India,Sweet potatoes,1997,84850,1083,52279,23.26,Odisha,"Sandy, Loamy"
1369,India,Sweet potatoes,1997,84850,1083,52279,25.68,Odisha,"Sandy, Loamy"
1370,India,Sweet potatoes,1997,84850,1083,52279,25.09,Odisha,"Sandy, Loamy"
1371,India,Sweet potatoes,1997,84850,1083,52279,24.71,Odisha,"Sandy, Loamy"
1372,India,Sweet potatoes,1997,84850,1083,52279,26.19,Odisha,"Sandy, Loamy"
1373,India,Sweet potatoes,1997,84850,1083,52279,27.47,Odisha,"Sandy, Loamy"
1374,India,Sweet potatoes,1997,84850,1083,52279,24.77,Odisha,"Sandy, Loamy"
1375,India,Sweet potatoes,1997,84850,1083,52279,24.83,Odisha,"Sandy, Loamy"
1376,India,Sweet potatoes,1997,84850,1083,52279,24.71,Odisha,"Sandy, Loamy"
1377,India,Sweet potatoes,1997,84850,1083,52279,23.26,West Bengal,"Sandy, Loamy"
1378,India,Sweet potatoes,1997,84850,1083,52279,25.75,West Bengal,"Sandy, Loamy"
1379,India,Sweet potatoes,1997,84850,1083,52279,24.71,West Bengal,"Sandy, Loamy"
1380,India,Sweet potatoes,1997,84850,1083,52279,25.46,West Bengal,"Sandy, Loamy"
1381,India,Sweet potatoes,1997,84850,1083,52279,25.21,West Bengal,"Sandy, Loamy"
1382,India,Sweet potatoes,1997,84850,1083,52279,26.38,West Bengal,"Sandy, Loamy"
1383,India,Sweet potatoes,1997,84850,1083,52279,24.55,West Bengal,"Sandy, Loamy"
1384,India,Sweet potatoes,1997,84850,1083,52279,26.53,West Bengal,"Sandy, Loamy"
1385,India,Sweet potatoes,1997,84850,1083,52279,26.53,West Bengal,"Sandy, Loamy"
1386,India,Sweet potatoes,1997,84850,1083,52279,25.58,West Bengal,"Sandy, Loamy"
